S.No,Block,PLOT NO.,Street No.,PLOT SIZE,Status
1065,A-Exe-II,2,AE2-St-37,30x60,
1066,A-Exe-II,4,AE2-St-37,30x60,
1067,A-Exe-II,6,AE2-St-37,30x60,
1068,A-Exe-II,8,AE2-St-37,30x60,
1069,A-Exe-II,10,AE2-St-37,30x60,
1070,A-Exe-II,12,AE2-St-37,30x60,
1071,A-Exe-II,14,AE2-St-37,30x60,
1072,A-Exe-II,16,AE2-St-37,30x60,
1073,A-Exe-II,18,AE2-St-37,30x60,
1074,A-Exe-II,20,AE2-St-37,30x60,
1075,A-Exe-II,22,AE2-St-37,30x60,
1076,A-Exe-II,24,AE2-St-37,30x60,
1077,A-Exe-II,26,AE2-St-37,30x60,
1078,A-Exe-II,28,AE2-St-37,30x60,
1079,A-Exe-II,30,AE2-St-37,30x60,
1080,A-Exe-II,32,AE2-St-37,30x60,
1081,A-Exe-II,34,AE2-St-37,30x60,
1082,A-Exe-II,36,AE2-St-37,30x60,
1083,A-Exe-II,1,AE2-St-37,30x60,Corner
1084,A-Exe-II,3,AE2-St-37,30x60,
1085,A-Exe-II,5,AE2-St-37,30x60,
1086,A-Exe-II,7,AE2-St-37,30x60,
1087,A-Exe-II,9,AE2-St-37,30x60,
1088,A-Exe-II,11,AE2-St-37,30x60,
1089,A-Exe-II,13,AE2-St-37,30x60,
1090,A-Exe-II,15,AE2-St-37,30x60,
1091,A-Exe-II,17,AE2-St-37,30x60,
1092,A-Exe-II,19,AE2-St-37,30x60,
1093,A-Exe-II,21,AE2-St-37,30x60,
1094,A-Exe-II,23,AE2-St-37,30x60,
1095,A-Exe-II,25,AE2-St-37,30x60,
1096,A-Exe-II,27,AE2-St-37,30x60,
1097,A-Exe-II,29,AE2-St-37,30x60,
1098,A-Exe-II,31,AE2-St-37,30x60,
1099,A-Exe-II,33,AE2-St-37,30x60,
1100,A-Exe-II,35,AE2-St-37,30x60,
1101,A-Exe-II,2,AE2-St-38,30x60,
1102,A-Exe-II,4,AE2-St-38,30x60,
1103,A-Exe-II,6,AE2-St-38,30x60,
1104,A-Exe-II,8,AE2-St-38,30x60,
1105,A-Exe-II,10,AE2-St-38,30x60,
1106,A-Exe-II,12,AE2-St-38,30x60,
1107,A-Exe-II,14,AE2-St-38,30x60,
1108,A-Exe-II,16,AE2-St-38,30x60,
1109,A-Exe-II,18,AE2-St-38,30x60,
1110,A-Exe-II,20,AE2-St-38,30x60,
1111,A-Exe-II,22,AE2-St-38,30x60,
1112,A-Exe-II,24,AE2-St-38,30x60,
1113,A-Exe-II,26,AE2-St-38,30x60,
1114,A-Exe-II,28,AE2-St-38,30x60,
1115,A-Exe-II,30,AE2-St-38,30x60,
1116,A-Exe-II,32,AE2-St-38,30x60,
1117,A-Exe-II,34,AE2-St-38,30x60,
1118,A-Exe-II,36,AE2-St-38,30x60,Corner
1119,A-Exe-II,1,AE2-St-38,30x60,
1120,A-Exe-II,3,AE2-St-38,30x60,
1121,A-Exe-II,5,AE2-St-38,30x60,
1122,A-Exe-II,7,AE2-St-38,30x60,
1123,A-Exe-II,9,AE2-St-38,30x60,
1124,A-Exe-II,11,AE2-St-38,30x60,
1125,A-Exe-II,13,AE2-St-38,30x60,
1126,A-Exe-II,15,AE2-St-38,30x60,
1127,A-Exe-II,17,AE2-St-38,30x60,
1128,A-Exe-II,19,AE2-St-38,30x60,
1129,A-Exe-II,21,AE2-St-38,30x60,
1130,A-Exe-II,23,AE2-St-38,30x60,
1131,A-Exe-II,25,AE2-St-38,30x60,
1132,A-Exe-II,27,AE2-St-38,30x60,
1133,A-Exe-II,29,AE2-St-38,30x60,
1134,A-Exe-II,31,AE2-St-38,30x60,
1135,A-Exe-II,33,AE2-St-38,30x60,
1136,A-Exe-II,35,AE2-St-38,30x60,Corner
1137,A-Exe-II,2,AE2-St-39,30x60,Corner
1138,A-Exe-II,4,AE2-St-39,30x60,
1139,A-Exe-II,6,AE2-St-39,30x60,
1140,A-Exe-II,8,AE2-St-39,30x60,
1141,A-Exe-II,10,AE2-St-39,30x60,
1142,A-Exe-II,12,AE2-St-39,30x60,
1143,A-Exe-II,14,AE2-St-39,30x60,
1144,A-Exe-II,16,AE2-St-39,30x60,
1145,A-Exe-II,18,AE2-St-39,30x60,
1146,A-Exe-II,20,AE2-St-39,30x60,
1147,A-Exe-II,22,AE2-St-39,30x60,
1148,A-Exe-II,24,AE2-St-39,30x60,
1149,A-Exe-II,26,AE2-St-39,30x60,
1150,A-Exe-II,28,AE2-St-39,30x60,
1151,A-Exe-II,30,AE2-St-39,30x60,
1152,A-Exe-II,32,AE2-St-39,30x60,
1153,A-Exe-II,34,AE2-St-39,30x60,
1154,A-Exe-II,36,AE2-St-39,30x60,
1155,A-Exe-II,38,AE2-St-39,30x60,
1156,A-Exe-II,40,AE2-St-39,30x60,
1157,A-Exe-II,42,AE2-St-39,30x60,
1158,A-Exe-II,44,AE2-St-39,30x60,
1159,A-Exe-II,46,AE2-St-39,30x60,
1160,A-Exe-II,48,AE2-St-39,30x60,
1161,A-Exe-II,50,AE2-St-39,30x60,
1162,A-Exe-II,52,AE2-St-39,30x60,
1163,A-Exe-II,54,AE2-St-39,30x60,
1164,A-Exe-II,56,AE2-St-39,30x60,
1165,A-Exe-II,1,AE2-St-39,35x70,Corner
1166,A-Exe-II,3,AE2-St-39,35x70,
1167,A-Exe-II,5,AE2-St-39,35x70,
1168,A-Exe-II,7,AE2-St-39,35x70,
1169,A-Exe-II,9,AE2-St-39,35x70,
1170,A-Exe-II,11,AE2-St-39,35x70,
1171,A-Exe-II,13,AE2-St-39,35x70,
1172,A-Exe-II,15,AE2-St-39,35x70,
1173,A-Exe-II,17,AE2-St-39,35x70,
1174,A-Exe-II,19,AE2-St-39,35x70,
1175,A-Exe-II,21,AE2-St-39,35x70,
1176,A-Exe-II,23,AE2-St-39,35x70,
1177,A-Exe-II,25,AE2-St-39,35x70,
1178,A-Exe-II,27,AE2-St-39,35x70,
1179,A-Exe-II,29,AE2-St-39,35x70,
1180,A-Exe-II,31,AE2-St-39,35x70,Park Face
1181,A-Exe-II,33,AE2-St-39,35x70,Park Face
1182,A-Exe-II,35,AE2-St-39,35x70,Park Face Corner
1183,A-Exe-II,37,AE2-St-39,35x70,Park Face Corner
1184,A-Exe-II,39,AE2-St-39,35x70,Park Face
1185,A-Exe-II,41,AE2-St-39,35x70,
1186,A-Exe-II,43,AE2-St-39,35x70,
1187,A-Exe-II,45,AE2-St-39,35x70,
1188,A-Exe-II,47,AE2-St-39,35x70,
1189,A-Exe-II,49,AE2-St-39,35x70,
1190,A-Exe-II,51,AE2-St-39,35x70,
1191,A-Exe-II,53,AE2-St-39,35x70,
1192,A-Exe-II,55,AE2-St-39,35x70,
1193,A-Exe-II,57,AE2-St-39,35x70,
1194,A-Exe-II,59,AE2-St-39,35x70,
1195,A-Exe-II,61,AE2-St-39,35x70,
1196,A-Exe-II,63,AE2-St-39,35x70,
1197,A-Exe-II,65,AE2-St-39,35x70,
1198,A-Exe-II,67,AE2-St-39,35x70,
1199,A-Exe-II,69,AE2-St-39,35x70,Corner
1200,A-Exe-II,2,AE2-St-41,35x70,
1201,A-Exe-II,4,AE2-St-41,35x70,
1202,A-Exe-II,6,AE2-St-41,35x70,
1203,A-Exe-II,8,AE2-St-41,35x70,
1204,A-Exe-II,10,AE2-St-41,35x70,
1205,A-Exe-II,12,AE2-St-41,35x70,
1206,A-Exe-II,14,AE2-St-41,35x70,
1207,A-Exe-II,16,AE2-St-41,35x70,
1208,A-Exe-II,18,AE2-St-41,35x70,
1209,A-Exe-II,20,AE2-St-41,35x70,
1210,A-Exe-II,22,AE2-St-41,35x70,
1211,A-Exe-II,24,AE2-St-41,35x70,
1212,A-Exe-II,26,AE2-St-41,35x70,
1213,A-Exe-II,28,AE2-St-41,35x70,
1214,A-Exe-II,30,AE2-St-41,35x70,
1215,A-Exe-II,32,AE2-St-41,35x70,
1216,A-Exe-II,34,AE2-St-41,35x70,
1217,A-Exe-II,36,AE2-St-41,35x70,Corner
1218,A-Exe-II,38,AE2-St-41,35x70,Corner
1219,A-Exe-II,40,AE2-St-41,35x70,
1220,A-Exe-II,42,AE2-St-41,35x70,
1221,A-Exe-II,44,AE2-St-41,35x70,
1222,A-Exe-II,46,AE2-St-41,35x70,
1223,A-Exe-II,48,AE2-St-41,35x70,
1224,A-Exe-II,50,AE2-St-41,35x70,
1225,A-Exe-II,52,AE2-St-41,35x70,
1226,A-Exe-II,54,AE2-St-41,35x70,
1227,A-Exe-II,56,AE2-St-41,35x70,
1228,A-Exe-II,58,AE2-St-41,35x70,
1229,A-Exe-II,60,AE2-St-41,35x70,
1230,A-Exe-II,62,AE2-St-41,35x70,
1231,A-Exe-II,64,AE2-St-41,35x70,
1232,A-Exe-II,66,AE2-St-41,35x70,
1233,A-Exe-II,68,AE2-St-41,35x70,
1234,A-Exe-II,70,AE2-St-41,35x70,Corner
1235,A-Exe-II,1,AE2-St-42,35x70,Corner
1236,A-Exe-II,3,AE2-St-42,35x70,
1237,A-Exe-II,5,AE2-St-42,35x70,
1238,A-Exe-II,7,AE2-St-42,35x70,
1239,A-Exe-II,9,AE2-St-42,35x70,
1240,A-Exe-II,11,AE2-St-42,35x70,
1241,A-Exe-II,13,AE2-St-42,35x70,
1242,A-Exe-II,15,AE2-St-42,35x70,
1243,A-Exe-II,17,AE2-St-42,35x70,
1244,A-Exe-II,19,AE2-St-42,35x70,
1245,A-Exe-II,21,AE2-St-42,35x70,
1246,A-Exe-II,23,AE2-St-42,35x70,
1247,A-Exe-II,25,AE2-St-42,35x70,Corner
1248,A-Exe-II,30,AE2-St-43,35x70,Corner
1249,A-Exe-II,32,AE2-St-43,35x70,
1250,A-Exe-II,34,AE2-St-43,35x70,
1251,A-Exe-II,36,AE2-St-43,35x70,
1252,A-Exe-II,38,AE2-St-43,35x70,
1253,A-Exe-II,40,AE2-St-43,35x70,
1254,A-Exe-II,42,AE2-St-43,35x70,
1255,A-Exe-II,44,AE2-St-43,35x70,
1256,A-Exe-II,46,AE2-St-43,35x70,
1257,A-Exe-II,48,AE2-St-43,35x70,
1258,A-Exe-II,50,AE2-St-43,35x70,
1259,A-Exe-II,52,AE2-St-43,35x70,
1260,A-Exe-II,54,AE2-St-43,35x70,Corner
1261,A-Exe-II,1,AE2-St-47,50x90,Corner
1262,A-Exe-II,3,AE2-St-47,50x90,
1263,A-Exe-II,5,AE2-St-47,50x90,
1264,A-Exe-II,7,AE2-St-47,50x90,
1265,A-Exe-II,9,AE2-St-47,50x90,
1266,A-Exe-II,11,AE2-St-47,50x90,
1267,A-Exe-II,13,AE2-St-47,50x90,
1268,A-Exe-II,15,AE2-St-47,50x90,
1269,A-Exe-II,17,AE2-St-47,50x90,
1270,A-Exe-II,19,AE2-St-47,50x90,
1271,A-Exe-II,21,AE2-St-47,50x90,
1272,A-Exe-II,23,AE2-St-47,50x90,
1273,A-Exe-II,25,AE2-St-47,50x90,
1274,A-Exe-II,27,AE2-St-47,50x90,
1275,A-Exe-II,29,AE2-St-47,50x90,
1276,A-Exe-II,31,AE2-St-47,50x90,
1277,A-Exe-II,33,AE2-St-47,50x90,Corner
1278,A-Exe-II,1,AE2-St-48,50x90,
1279,A-Exe-II,3,AE2-St-48,50x90,
1280,A-Exe-II,4,AE2-St-48,50x90,
1281,A-Exe-II,6,AE2-St-48,50x90,
1282,A-Exe-II,8,AE2-St-48,50x90,
1283,A-Exe-II,2,AE2-St-50,50x90,Corner
1284,A-Exe-II,4,AE2-St-50,50x90,
1285,A-Exe-II,6,AE2-St-50,50x90,
1286,A-Exe-II,8,AE2-St-50,50x90,
1287,A-Exe-II,10,AE2-St-50,50x90,
1288,A-Exe-II,12,AE2-St-50,50x90,
1289,A-Exe-II,14,AE2-St-50,50x90,
1290,A-Exe-II,16,AE2-St-50,50x90,
1291,A-Exe-II,18,AE2-St-50,50x90,
1292,A-Exe-II,20,AE2-St-50,50x90,
1293,A-Exe-II,22,AE2-St-50,50x90,
1294,A-Exe-II,24,AE2-St-50,50x90,
1295,A-Exe-II,26,AE2-St-50,50x90,
1296,A-Exe-II,28,AE2-St-50,50x90,
1297,A-Exe-II,30,AE2-St-50,50x90,
1298,A-Exe-II,32,AE2-St-50,50x90,
1299,A-Exe-II,34,AE2-St-50,50x90,
1300,A-Exe-II,36,AE2-St-50,50x90,Corner
1301,F - Exe I,9,St - FE-28,50x90,
1302,F - Exe I,11,St - FE-28,50x90,
1303,F - Exe I,13,St - FE-28,50x90,
1304,F - Exe I,15,St - FE-28,50x90,
1305,F - Exe I,17,St - FE-28,50x90,
1306,F - Exe I,19,St - FE-28,50x90,
1307,F - Exe I,25,St - FE-28,50x90,
1308,F - Exe I,27,St - FE-28,50x90,
1309,F - Exe I,29,St - FE-28,50x90,
1310,F - Exe I,31,St - FE-28,50x90,
1311,F - Exe I,33,St - FE-28,50x90,
1312,F - Exe I,55,St - FE-28,50x90,
1313,F - Exe I,57,St - FE-28,50x90,
1314,F - Exe I,59,St - FE-28,50x90,
1315,F - Exe I,61,St - FE-28,50x90,
1316,F - Exe I,63,St - FE-28,50x90,
1317,F - Exe I,65,St - FE-28,50x90,
1318,F - Exe I,67,St - FE-28,50x90,
1319,F - Exe I,69,St - FE-28,50x90,
1320,F - Exe I,71,St - FE-28,50x90,
1321,F - Exe I,73,St - FE-28,50x90,
1322,F - Exe I,75,St - FE-28,50x90,
1323,F - Exe I,77,St - FE-28,50x90,Corner
1324,F - Exe I,1,St - FE-59,50x90,Corner
1325,F - Exe I,3,St - FE-59,50x90,
1326,F - Exe I,5,St - FE-59,50x90,
1327,F - Exe I,7,St - FE-59,50x90,
1328,F - Exe I,9,St - FE-59,50x90,
1329,F - Exe I,11,St - FE-59,50x90,
1330,F - Exe I,13,St - FE-59,50x90,
1331,F - Exe I,15,St - FE-59,50x90,
1332,F - Exe I,17,St - FE-59,50x90,
1333,F - Exe I,19,St - FE-59,50x90,
1334,F - Exe I,21,St - FE-59,50x90,
1335,F - Exe I,23,St - FE-59,50x90,
1336,F - Exe I,25,St - FE-59,50x90,
1337,F - Exe I,27,St - FE-59,50x90,
1338,F - Exe I,29,St - FE-59,50x90,
1339,F - Exe I,31,St - FE-59,50x90,
1340,F - Exe I,33,St - FE-59,50x90,
1341,F - Exe I,35,St - FE-59,50x90,Corner
1342,F - Exe I,2,St - FE-64,50x90,Corner
1343,F - Exe I,4,St - FE-64,50x90,
1344,F - Exe I,6,St - FE-64,50x90,
1345,F - Exe I,8,St - FE-64,50x90,
1346,F - Exe I,10,St - FE-64,50x90,
1347,F - Exe I,12,St - FE-64,50x90,
1348,F - Exe I,14,St - FE-64,50x90,
1349,F - Exe I,16,St - FE-64,50x90,
1350,F - Exe I,18,St - FE-64,50x90,
1351,F - Exe I,20,St - FE-64,50x90,
1352,F - Exe I,22,St - FE-64,50x90,
1353,F - Exe I,24,St - FE-64,50x90,
1354,F - Exe I,26,St - FE-64,50x90,
1355,F - Exe I,28,St - FE-64,50x90,
1356,F - Exe I,30,St - FE-64,50x90,
1357,F - Exe I,32,St - FE-64,50x90,
1358,F - Exe I,34,St - FE-64,50x90,
1359,F - Exe I,36,St - FE-64,50x90,
1360,F - Exe I,38,St - FE-64,50x90,
1361,F - Exe I,40,St - FE-64,50x90,
1362,F - Exe I,42,St - FE-64,50x90,
1363,F - Exe I,44,St - FE-64,50x90,
1364,F - Exe I,46,St - FE-64,50x90,
1365,F - Exe I,48,St - FE-64,50x90,
1366,F - Exe I,50,St - FE-64,50x90,Corner
1367,F - Exe I,1,St - FE-64,50x90,Corner
1368,F - Exe I,3,St - FE-64,50x90,
1369,F - Exe I,5,St - FE-64,50x90,
1370,F - Exe I,7,St - FE-64,50x90,
1371,F - Exe I,9,St - FE-64,50x90,
1372,F - Exe I,11,St - FE-64,50x90,
1373,F - Exe I,13,St - FE-64,50x90,
1374,F - Exe I,15,St - FE-64,50x90,
1375,F - Exe I,17,St - FE-64,50x90,
1376,F - Exe I,19,St - FE-64,50x90,
1377,F - Exe I,21,St - FE-64,50x90,
1378,F - Exe I,23,St - FE-64,50x90,
1379,F - Exe I,25,St - FE-64,50x90,
1380,F - Exe I,27,St - FE-64,50x90,
1381,F - Exe I,29,St - FE-64,50x90,
1382,F - Exe I,31,St - FE-64,50x90,
1383,F - Exe I,33,St - FE-64,50x90,
1384,F - Exe I,35,St - FE-64,50x90,
1385,F - Exe I,37,St - FE-64,50x90,
1386,F - Exe I,39,St - FE-64,50x90,
1387,F - Exe I,41,St - FE-64,50x90,
1388,F - Exe I,43,St - FE-64,50x90,
1389,F - Exe I,45,St - FE-64,50x90,
1390,F - Exe I,47,St - FE-64,50x90,
1391,F - Exe I,49,St - FE-64,50x90,Corner
1392,F - Exe I,5,St - FE-65,50x90,
1393,F - Exe I,7,St - FE-65,50x90,
1394,F - Exe I,9,St - FE-65,50x90,
1395,F - Exe I,11,St - FE-65,50x90,
1396,F - Exe I,13,St - FE-65,50x90,
1397,F - Exe I,15,St - FE-65,50x90,Corner
1398,F - Exe I,4,St - FE-66,50x90,
1399,F - Exe I,6,St - FE-66,50x90,
1400,F - Exe I,8,St - FE-66,50x90,
1401,F - Exe I,10,St - FE-66,50x90,
1402,F - Exe I,12,St - FE-66,50x90,
1403,F - Exe I,14,St - FE-66,50x90,
1404,F - Exe I,3,St - FE-66,50x90,
1405,F - Exe I,5,St - FE-66,50x90,
1406,F - Exe I,7,St - FE-66,50x90,
1407,F - Exe I,9,St - FE-66,50x90,
1408,F - Exe I,11,St - FE-66,50x90,
1409,F - Exe I,13,St - FE-66,50x90,
1410,F - Exe I,15,St - FE-66,50x90,Corner
1411,F - Exe I,4,St - FE-67,50x90,
1412,F - Exe I,6,St - FE-67,50x90,
1413,F - Exe I,8,St - FE-67,50x90,
1414,F - Exe I,10,St - FE-67,50x90,
1415,F - Exe I,12,St - FE-67,50x90,
1416,F - Exe I,14,St - FE-67,50x90,
1417,F - Exe I,16,St - FE-67,50x90,Corner
1418,F - Exe I,1,St - FE-68,50x90,Corner
1419,F - Exe I,3,St - FE-68,50x90,
1420,F - Exe I,5,St - FE-68,50x90,
1421,F - Exe I,7,St - FE-68,50x90,
1422,F - Exe I,9,St - FE-68,50x90,
1423,F - Exe I,11,St - FE-68,50x90,
1424,F - Exe I,13,St - FE-68,50x90,
1425,F - Exe I,15,St - FE-68,50x90,
1426,F - Exe I,17,St - FE-68,50x90,
1427,F - Exe I,19,St - FE-68,50x90,
1428,F - Exe I,21,St - FE-68,50x90,
1429,F - Exe I,23,St - FE-68,50x90,
1430,F - Exe I,25,St - FE-68,50x90,
1431,F - Exe I,35,St - FE-68,50x90,
1432,F - Exe I,37,St - FE-68,50x90,
1433,F - Exe I,39,St - FE-68,50x90,Corner
1434,F - Exe I,41,St - FE-68,50x90,Corner
1435,F - Exe I,43,St - FE-68,50x90,
1436,F - Exe I,45,St - FE-68,50x90,
1437,F - Exe I,47,St - FE-68,50x90,
1438,F - Exe I,49,St - FE-68,50x90,
1439,F - Exe I,51,St - FE-68,50x90,
1440,F - Exe I,53,St - FE-68,50x90,
1441,F - Exe I,55,St - FE-68,50x90,
1442,F - Exe I,57,St - FE-68,50x90,
1443,F - Exe I,59,St - FE-68,50x90,
1444,F - Exe I,61,St - FE-68,50x90,
1445,F - Exe I,63,St - FE-68,50x90,
1446,F - Exe I,65,St - FE-68,50x90,
1447,F - Exe I,67,St - FE-68,50x90,
1448,F - Exe I,69,St - FE-68,50x90,Corner
1449,F - Exe I,6,St - FE-68,50x90,
1450,F - Exe I,8,St - FE-68,50x90,
1451,F - Exe I,10,St - FE-68,50x90,
1452,F - Exe I,12,St - FE-68,50x90,
1453,F - Exe I,14,St - FE-68,50x90,
1454,F - Exe I,16,St - FE-68,50x90,
1455,F - Exe I,18,St - FE-68,50x90,
1456,F - Exe I,20,St - FE-68,50x90,
1457,F - Exe I,22,St - FE-68,50x90,
1458,F - Exe I,24,St - FE-68,50x90,
1459,F - Exe I,26,St - FE-68,50x90,
1460,F - Exe I,28,St - FE-68,50x90,
1461,F - Exe I,30,St - FE-68,50x90,
1462,F - Exe I,32,St - FE-68,50x90,
1463,F - Exe I,34,St - FE-68,50x90,
1464,F - Exe I,36,St - FE-68,50x90,
1465,F - Exe I,38,St - FE-68,50x90,
1466,F - Exe I,40,St - FE-68,50x90,
1467,F - Exe I,42,St - FE-68,50x90,
1468,F - Exe I,44,St - FE-68,50x90,
1469,F - Exe I,46,St - FE-68,50x90,
1470,F - Exe I,48,St - FE-68,50x90,
1471,F - Exe I,50,St - FE-68,50x90,
1472,F - Exe I,52,St - FE-68,50x90,
1473,F - Exe I,54,St - FE-68,50x90,Corner
1474,F - Exe I,2,St - FE-70,50x90,Corner
1475,F - Exe I,4,St - FE-70,50x90,
1476,F - Exe I,6,St - FE-70,50x90,
1477,F - Exe I,8,St - FE-70,50x90,
1478,F - Exe I,10,St - FE-70,50x90,
1479,F - Exe I,12,St - FE-70,50x90,
1480,F - Exe I,14,St - FE-70,50x90,
1481,F - Exe I,16,St - FE-70,50x90,
1482,F - Exe I,18,St - FE-70,50x90,
1483,F - Exe I,20,St - FE-70,50x90,
1484,F - Exe I,22,St - FE-70,50x90,
1485,F - Exe I,24,St - FE-70,50x90,
1486,F - Exe I,26,St - FE-70,50x90,
1487,F - Exe I,28,St - FE-70,50x90,
1488,F - Exe I,30,St - FE-70,50x90,
1489,F - Exe I,32,St - FE-70,50x90,
1490,F - Exe I,34,St - FE-70,50x90,
1491,F - Exe I,36,St - FE-70,50x90,
1492,F - Exe I,38,St - FE-70,50x90,
1493,F - Exe I,40,St - FE-70,50x90,Corner
1494,F - Exe I,42,St - FE-70,50x90,Corner
1495,F - Exe I,44,St - FE-70,50x90,
1496,F - Exe I,46,St - FE-70,50x90,
1497,F - Exe I,48,St - FE-70,50x90,
1498,F - Exe I,50,St - FE-70,50x90,
1499,F - Exe I,52,St - FE-70,50x90,
1500,F - Exe I,54,St - FE-70,50x90,
1501,F - Exe I,56,St - FE-70,50x90,
1502,F - Exe I,58,St - FE-70,50x90,
1503,F - Exe I,60,St - FE-70,50x90,
1504,F - Exe I,62,St - FE-70,50x90,
1505,F - Exe I,64,St - FE-70,50x90,
1506,F - Exe I,66,St - FE-70,50x90,
1507,F - Exe I,70,St - FE-70,50x90,Corner
1508,F - Exe I,72,St - FE-70,50x90,Corner
1509,F - Exe I,74,St - FE-70,50x90,
1510,F - Exe I,76,St - FE-70,50x90,
1511,F - Exe I,78,St - FE-70,50x90,
1512,F - Exe I,80,St - FE-70,50x90,
1513,F - Exe I,82,St - FE-70,50x90,
1514,F - Exe I,84,St - FE-70,50x90,
1515,F - Exe I,86,St - FE-70,50x90,
1516,F - Exe I,88,St - FE-70,50x90,
1517,F - Exe I,90,St - FE-70,50x90,
1518,F - Exe I,92,St - FE-70,50x90,
1519,F - Exe I,94,St - FE-70,50x90,
1520,F - Exe I,96,St - FE-70,50x90,
1521,F - Exe I,98,St - FE-70,50x90,
1522,F - Exe I,100,St - FE-70,50x90,
1523,F - Exe I,102,St - FE-70,50x90,
1524,F - Exe I,104,St - FE-70,50x90,
1525,F - Exe I,106,St - FE-70,50x90,
1526,F - Exe I,108,St - FE-70,50x90,
1527,F - Exe I,110,St - FE-70,50x90,
1528,F - Exe I,112,St - FE-70,50x90,
1529,F - Exe I,116,St - FE-70,50x90,
1530,F - Exe I,118,St - FE-70,50x90,
1531,F - Exe I,120,St - FE-70,50x90,Corner
1532,F - Exe I,8,St - FE-71,50x90,
1533,F - Exe I,10,St - FE-71,50x90,
1534,F - Exe I,12,St - FE-71,50x90,
1535,F - Exe I,14,St - FE-71,50x90,
1536,F - Exe I,16,St - FE-71,50x90,
1537,F - Exe I,18,St - FE-71,50x90,
1538,F - Exe I,20,St - FE-71,50x90,
1539,F - Exe I,22,St - FE-71,50x90,
1540,F - Exe I,24,St - FE-71,50x90,
1541,F - Exe I,26,St - FE-71,50x90,
1542,F - Exe I,28,St - FE-71,50x90,
1543,F - Exe I,30,St - FE-71,50x90,
1544,F - Exe I,32,St - FE-71,50x90,
1545,F - Exe I,34,St - FE-71,50x90,
1546,F - Exe I,36,St - FE-71,50x90,
1547,F - Exe I,38,St - FE-71,50x90,
1548,F - Exe I,5,St - FE-71,50x90,
1549,F - Exe I,7,St - FE-71,50x90,
1550,F - Exe I,9,St - FE-71,50x90,
1551,F - Exe I,11,St - FE-71,50x90,
1552,F - Exe I,13,St - FE-71,50x90,
1553,F - Exe I,15,St - FE-71,50x90,
1554,F - Exe I,17,St - FE-71,50x90,
1555,F - Exe I,19,St - FE-71,50x90,
1556,F - Exe I,21,St - FE-71,50x90,
1557,F - Exe I,23,St - FE-71,50x90,
1558,F - Exe I,25,St - FE-71,50x90,
1559,F - Exe I,27,St - FE-71,50x90,
1560,F - Exe I,29,St - FE-71,50x90,
1561,F - Exe I,31,St - FE-71,50x90,
1562,F - Exe I,33,St - FE-71,50x90,
1563,F - Exe I,35,St - FE-71,50x90,
1564,F - Exe I,37,St - FE-71,50x90,
1565,F - Exe I,39,St - FE-71,50x90,
1566,F - Exe I,41,St - FE-71,50x90,
1567,F - Exe I,43,St - FE-71,50x90,Corner
1568,F - Exe I,6,St - FE-72,50x90,
1569,F - Exe I,8,St - FE-72,50x90,
1570,F - Exe I,10,St - FE-72,50x90,
1571,F - Exe I,12,St - FE-72,50x90,
1572,F - Exe I,14,St - FE-72,50x90,
1573,F - Exe I,16,St - FE-72,50x90,
1574,F - Exe I,18,St - FE-72,50x90,
1575,F - Exe I,20,St - FE-72,50x90,
1576,F - Exe I,22,St - FE-72,50x90,
1577,F - Exe I,24,St - FE-72,50x90,
1578,F - Exe I,26,St - FE-72,50x90,
1579,F - Exe I,28,St - FE-72,50x90,
1580,F - Exe I,30,St - FE-72,50x90,
1581,F - Exe I,32,St - FE-72,50x90,
1582,F - Exe I,34,St - FE-72,50x90,
1583,F - Exe I,36,St - FE-72,50x90,
1584,F - Exe I,38,St - FE-72,50x90,
1585,F - Exe I,40,St - FE-72,50x90,
1586,F - Exe I,42,St - FE-72,50x90,
1587,F - Exe II,46,St - FE-15,25x50,
1588,F - Exe II,48,St - FE-15,25x50,
1589,F - Exe II,50,St - FE-15,25x50,
1590,F - Exe II,56,St - FE-15,25x50,
1591,F - Exe II,58,St - FE-15,25x50,
1592,F - Exe II,60,St - FE-15,25x50,
1593,F - Exe II,62,St - FE-15,25x50,
1594,F - Exe II,64,St - FE-15,25x50,
1595,F - Exe II,3,St - FE-15,25x50,
1596,F - Exe II,5,St - FE-15,25x50,
1597,F - Exe II,7,St - FE-15,25x50,
1598,F - Exe II,9,St - FE-15,25x50,
1599,F - Exe II,11,St - FE-15,25x50,
1600,F - Exe II,13,St - FE-15,25x50,
1601,F - Exe II,15,St - FE-15,25x50,
1602,F - Exe II,17,St - FE-15,25x50,
1603,F - Exe II,19,St - FE-15,25x50,
1604,F - Exe II,21,St - FE-15,25x50,
1605,F - Exe II,23,St - FE-15,25x50,
1606,F - Exe II,25,St - FE-15,25x50,
1607,F - Exe II,27,St - FE-15,25x50,
1608,F - Exe II,29,St - FE-15,25x50,
1609,F - Exe II,31,St - FE-15,25x50,
1610,F - Exe II,33,St - FE-15,25x50,
1611,F - Exe II,35,St - FE-15,25x50,
1612,F - Exe II,37,St - FE-15,25x50,
1613,F - Exe II,39,St - FE-15,25x50,
1614,F - Exe II,41,St - FE-15,25x50,
1615,F - Exe II,43,St - FE-15,25x50,
1616,F - Exe II,45,St - FE-15,25x50,
1617,F - Exe II,47,St - FE-15,25x50,
1618,F - Exe II,49,St - FE-15,25x50,
1619,F - Exe II,51,St - FE-15,25x50,
1620,F - Exe II,53,St - FE-15,25x50,
